tissue	N	ensid	gene	local.h2	local.se	local.p	gene	global.h2	global.se	global.p	gene	loc.jt.h2	loc.jt.se	glo.jt.h2	glo.jt.se
DGN-WB	922	ENSG00000137101.8	CD72	0.017310	0.015391	0.07599	CD72	0.392251	0.164242	0.00936	CD72	0.018814	0.015748	0.400978	0.163219
DGN-WB	922	ENSG00000103091.10	WDR59	0.059658	0.026360	0.0004136	WDR59	0.391812	0.170010	0.0138	WDR59	0.056018	0.025571	0.326274	0.164171
DGN-WB	922	ENSG00000172987.8	HPSE2	0.000001	0.012653	0.5	HPSE2	0.390334	0.162586	0.008775	HPSE2	0.000001	0.012139	0.387141	0.162705
DGN-WB	922	ENSG00000123643.7	SLC36A1	0.697562	0.037162	0	SLC36A1	0.390159	0.158362	0.006139	SLC36A1	0.692662	0.037611	0.062652	0.059582
DGN-WB	922	ENSG00000204420.4	C6orf25	0.000001	0.009162	0.5	C6orf25	0.389218	0.161464	0.007306	C6orf25	0.000001	0.009473	0.383829	0.161146
DGN-WB	922	ENSG00000167614.9	TTYH1	0.003947	0.019885	0.4362	TTYH1	0.388702	0.159866	0.006362	TTYH1	0.005753	0.019893	0.388995	0.159662
DGN-WB	922	ENSG00000157404.11	KIT	0.000001	0.010625	0.5	KIT	0.386377	0.161150	0.007275	KIT	0.000001	0.010665	0.382680	0.161033
DGN-WB	922	ENSG00000161904.7	LEMD2	0.088740	0.028656	9.64e-12	LEMD2	0.384679	0.165566	0.01207	LEMD2	0.085932	0.028222	0.286721	0.158120
DGN-WB	922	ENSG00000165660.7	FAM175B	0.005375	0.012997	0.3223	FAM175B	0.383147	0.166217	0.01286	FAM175B	0.004160	0.012317	0.380863	0.166236
DGN-WB	922	ENSG00000130881.9	LRP3	0.123642	0.033222	3.53e-13	LRP3	0.382848	0.164777	0.01069	LRP3	0.121146	0.032774	0.319789	0.151104
DGN-WB	922	ENSG00000136826.10	KLF4	0.010946	0.015911	0.2346	KLF4	0.382726	0.162332	0.009302	KLF4	0.012315	0.015927	0.389234	0.162232
DGN-WB	922	ENSG00000111913.11	FAM65B	0.142421	0.037358	9.903e-10	FAM65B	0.382468	0.162604	0.008906	FAM65B	0.139923	0.037081	0.315873	0.148637
DGN-WB	922	ENSG00000118473.17	SGIP1	0.196906	0.039126	0	SGIP1	0.382251	0.158721	0.008328	SGIP1	0.196829	0.039218	0.211114	0.133958
DGN-WB	922	ENSG00000182372.6	CLN8	0.263426	0.042540	0	CLN8	0.382208	0.162590	0.009508	CLN8	0.260073	0.042421	0.105599	0.132180
DGN-WB	922	ENSG00000136816.11	TOR1B	0.299834	0.042739	0	TOR1B	0.381388	0.169413	0.01579	TOR1B	0.298870	0.042739	0.112143	0.125125
DGN-WB	922	ENSG00000090861.11	AARS	0.020188	0.014883	0.00803	AARS	0.381373	0.165278	0.01108	AARS	0.022114	0.015681	0.397135	0.163682
DGN-WB	922	ENSG00000172809.8	RPL38	0.013353	0.016525	0.1699	RPL38	0.381190	0.161700	0.009022	RPL38	0.009473	0.015375	0.369160	0.161915
DGN-WB	922	ENSG00000134463.10	ECHDC3	0.297031	0.046010	0	ECHDC3	0.380563	0.162736	0.01037	ECHDC3	0.293228	0.045557	0.353539	0.132192
DGN-WB	922	ENSG00000002587.5	HS3ST1	0.166140	0.042409	6.237e-09	HS3ST1	0.380418	0.162539	0.009995	HS3ST1	0.167297	0.042332	0.340810	0.143911
DGN-WB	922	ENSG00000168904.10	LRRC28	0.228956	0.041766	0	LRRC28	0.380061	0.162220	0.008557	LRRC28	0.227301	0.041522	0.333062	0.140745
DGN-WB	922	ENSG00000187189.9	TSPYL4	0.035538	0.019738	0.003033	TSPYL4	0.380016	0.163588	0.01031	TSPYL4	0.031910	0.018825	0.323138	0.161395
DGN-WB	922	ENSG00000107077.13	KDM4C	0.021496	0.016781	0.03806	KDM4C	0.379622	0.161456	0.008297	KDM4C	0.024923	0.017589	0.406103	0.161074
DGN-WB	922	ENSG00000136653.14	RASSF5	0.000001	0.011646	0.5	RASSF5	0.379586	0.164629	0.01303	RASSF5	0.000001	0.011329	0.379336	0.164633
DGN-WB	922	ENSG00000170037.9	CNTROB	0.173015	0.036370	0	CNTROB	0.379461	0.164896	0.01214	CNTROB	0.172605	0.036305	0.256807	0.145461
DGN-WB	922	ENSG00000082781.6	ITGB5	0.069589	0.025582	2.357e-08	ITGB5	0.378751	0.171289	0.01954	ITGB5	0.069179	0.025215	0.409242	0.162818
DGN-WB	922	ENSG00000146592.12	CREB5	0.317378	0.050154	2.459e-14	CREB5	0.378446	0.158511	0.006908	CREB5	0.317403	0.050003	0.307631	0.123012
DGN-WB	922	ENSG00000161013.12	MGAT4B	0.024603	0.020081	0.07317	MGAT4B	0.377860	0.162642	0.01082	MGAT4B	0.026834	0.020505	0.389753	0.162028
DGN-WB	922	ENSG00000163492.9	CCDC141	0.083680	0.028613	7.498e-10	CCDC141	0.377743	0.153198	0.004384	CCDC141	0.080474	0.027801	0.361245	0.149444
DGN-WB	922	ENSG00000113758.9	DBN1	0.109443	0.028866	5.551e-16	DBN1	0.377354	0.155932	0.004966	DBN1	0.110311	0.028817	0.397902	0.146608
DGN-WB	922	ENSG00000131381.8	ZFYVE20	0.027475	0.018071	0.01876	ZFYVE20	0.376681	0.163854	0.01193	ZFYVE20	0.026571	0.017722	0.370671	0.162883
DGN-WB	922	ENSG00000034053.10	APBA2	0.051845	0.021188	4.279e-08	APBA2	0.376326	0.166306	0.01345	APBA2	0.050936	0.020876	0.350787	0.161781
DGN-WB	922	ENSG00000124813.16	RUNX2	0.086411	0.033196	8.006e-07	RUNX2	0.375513	0.165740	0.01243	RUNX2	0.089279	0.033402	0.398953	0.158886
DGN-WB	922	ENSG00000198873.10	GRK5	0.219817	0.045925	2.132e-14	GRK5	0.375396	0.162714	0.01136	GRK5	0.211548	0.044862	0.343354	0.141220
DGN-WB	922	ENSG00000123739.6	PLA2G12A	0.051435	0.021012	5.605e-06	PLA2G12A	0.375005	0.159566	0.008064	PLA2G12A	0.050061	0.020615	0.359691	0.156418
DGN-WB	922	ENSG00000204531.11	POU5F1	0.560637	0.060894	0	POU5F1	0.374752	0.158349	0.007398	POU5F1	0.550435	0.061461	0.189185	0.083451
DGN-WB	922	ENSG00000152291.9	TGOLN2	0.024014	0.019318	0.05376	TGOLN2	0.374499	0.160848	0.008907	TGOLN2	0.024598	0.019202	0.390694	0.160686
DGN-WB	922	ENSG00000221946.3	FXYD7	0.230892	0.042166	0	FXYD7	0.374443	0.165011	0.01071	FXYD7	0.227870	0.041994	0.200129	0.134486
DGN-WB	922	ENSG00000137073.16	UBAP2	0.000001	0.008263	0.5	UBAP2	0.373862	0.161821	0.009767	UBAP2	0.000001	0.008630	0.375842	0.161910
DGN-WB	922	ENSG00000147454.9	SLC25A37	0.259303	0.042979	0	SLC25A37	0.373828	0.166142	0.01416	SLC25A37	0.260588	0.042631	0.400401	0.132862
DGN-WB	922	ENSG00000128606.8	LRRC17	0.059439	0.026498	0.0001339	LRRC17	0.373302	0.161112	0.009837	LRRC17	0.059040	0.026223	0.380028	0.159583
DGN-WB	922	ENSG00000103353.11	UBFD1	0.023120	0.018556	0.05552	UBFD1	0.372152	0.170112	0.01935	UBFD1	0.021813	0.018129	0.355860	0.168593
DGN-WB	922	ENSG00000162069.10	CCDC64B	0.599719	0.040589	0	CCDC64B	0.371990	0.158028	0.007848	CCDC64B	0.598221	0.040686	0.069649	0.072411
DGN-WB	922	ENSG00000165060.7	FXN	0.080785	0.030422	8.695e-06	FXN	0.371889	0.159184	0.008232	FXN	0.077932	0.029842	0.333640	0.151830
DGN-WB	922	ENSG00000157578.9	LCA5L	0.225200	0.039296	0	LCA5L	0.371557	0.162796	0.01019	LCA5L	0.225020	0.039162	0.287809	0.141420
DGN-WB	922	ENSG00000259207.3	ITGB3	0.035559	0.019311	0.0009508	ITGB3	0.371246	0.170737	0.01972	ITGB3	0.035794	0.019356	0.370351	0.168410
DGN-WB	922	ENSG00000157538.9	DSCR3	0.039796	0.019745	0.0001577	DSCR3	0.370985	0.163498	0.01144	DSCR3	0.041744	0.020091	0.412811	0.162392
DGN-WB	922	ENSG00000026559.8	KCNG1	0.007260	0.015971	0.3256	KCNG1	0.370908	0.166356	0.01363	KCNG1	0.006443	0.015554	0.369228	0.166250
DGN-WB	922	ENSG00000242252.1	BGLAP	0.041392	0.022039	0.005548	BGLAP	0.370804	0.157033	0.008696	BGLAP	0.037003	0.021087	0.322328	0.154968
DGN-WB	922	ENSG00000075142.9	SRI	0.013587	0.014241	0.1383	SRI	0.370161	0.162120	0.01102	SRI	0.012913	0.013864	0.364824	0.161287
DGN-WB	922	ENSG00000196611.4	MMP1	0.138595	0.037784	2.151e-11	MMP1	0.369860	0.159894	0.009126	MMP1	0.140492	0.037983	0.364066	0.146912
DGN-WB	922	ENSG00000104129.5	DNAJC17	0.041326	0.021988	0.0001529	DNAJC17	0.369542	0.159653	0.009072	DNAJC17	0.041355	0.022036	0.342205	0.156004
DGN-WB	922	ENSG00000121210.11	KIAA0922	0.014186	0.017090	0.2141	KIAA0922	0.369282	0.163251	0.01224	KIAA0922	0.013852	0.016723	0.368438	0.162738
DGN-WB	922	ENSG00000128915.7	NARG2	0.016705	0.016992	0.1262	NARG2	0.368977	0.169099	0.01804	NARG2	0.014999	0.016286	0.360279	0.168500
DGN-WB	922	ENSG00000184709.7	LRRC26	0.000001	0.007996	0.5	LRRC26	0.368933	0.166600	0.01554	LRRC26	0.000001	0.007690	0.368802	0.166602
DGN-WB	922	ENSG00000205352.6	PRR13	0.019277	0.014919	0.02892	PRR13	0.368890	0.160945	0.01054	PRR13	0.019942	0.014824	0.379077	0.159634
DGN-WB	922	ENSG00000151623.10	NR3C2	0.007943	0.012296	0.225	NR3C2	0.368836	0.152362	0.004731	NR3C2	0.009261	0.012352	0.378088	0.152658
DGN-WB	922	ENSG00000120265.12	PCMT1	0.028086	0.016584	0.0002914	PCMT1	0.368712	0.158118	0.008228	PCMT1	0.026984	0.016188	0.351834	0.156743
DGN-WB	922	ENSG00000181450.12	ZNF678	0.044361	0.020131	2.35e-08	ZNF678	0.367653	0.158467	0.008966	ZNF678	0.041651	0.019210	0.341884	0.157537
DGN-WB	922	ENSG00000126705.8	AHDC1	0.009433	0.011431	0.1468	AHDC1	0.366550	0.150207	0.005187	AHDC1	0.011618	0.012309	0.377870	0.149470
DGN-WB	922	ENSG00000140941.8	MAP1LC3B	0.217651	0.042240	0	MAP1LC3B	0.366362	0.165680	0.01309	MAP1LC3B	0.216913	0.042127	0.331104	0.145030
DGN-WB	922	ENSG00000111215.6	PRR4	0.260765	0.041284	0	PRR4	0.365368	0.163517	0.01401	PRR4	0.260740	0.041347	0.205990	0.135874
DGN-WB	922	ENSG00000100721.6	TCL1A	0.066418	0.025381	9.723e-06	TCL1A	0.364826	0.164770	0.01509	TCL1A	0.067391	0.025491	0.362005	0.160014
DGN-WB	922	ENSG00000138795.5	LEF1	0.000001	0.009578	0.5	LEF1	0.364741	0.152256	0.004838	LEF1	0.000001	0.009000	0.360183	0.152409
DGN-WB	922	ENSG00000142627.9	EPHA2	0.000001	0.010852	0.5	EPHA2	0.362589	0.164141	0.01758	EPHA2	0.000001	0.010242	0.349555	0.164233
DGN-WB	922	ENSG00000146072.6	TNFRSF21	0.000001	0.010792	0.5	TNFRSF21	0.362542	0.163394	0.01357	TNFRSF21	0.000001	0.010234	0.362066	0.163537
DGN-WB	922	ENSG00000099308.5	MAST3	0.103016	0.027643	1.665e-16	MAST3	0.362443	0.166974	0.01753	MAST3	0.102095	0.027331	0.380686	0.158573
DGN-WB	922	ENSG00000196465.5	MYL6B	0.016531	0.014148	0.06009	MYL6B	0.362366	0.157902	0.009801	MYL6B	0.014167	0.013240	0.348248	0.157823
DGN-WB	922	ENSG00000083223.13	ZCCHC6	0.025265	0.017694	0.0356	ZCCHC6	0.361852	0.166287	0.017	ZCCHC6	0.025812	0.017653	0.369843	0.165492
DGN-WB	922	ENSG00000140968.6	IRF8	0.000001	0.020836	0.5	IRF8	0.361724	0.163578	0.01237	IRF8	0.000001	0.020678	0.354981	0.163349
DGN-WB	922	ENSG00000171401.10	KRT13	0.053935	0.025536	1.964e-06	KRT13	0.361578	0.156730	0.007508	KRT13	0.052305	0.025328	0.325607	0.154176
DGN-WB	922	ENSG00000140043.6	PTGR2	0.644483	0.049841	0	PTGR2	0.361515	0.168700	0.01925	PTGR2	0.643475	0.050012	0.013546	0.063277
DGN-WB	922	ENSG00000163875.11	MEAF6	0.288113	0.043457	0	MEAF6	0.361485	0.163557	0.01727	MEAF6	0.284722	0.043279	0.207209	0.127091
DGN-WB	922	ENSG00000125744.7	RTN2	0.102793	0.032584	7.224e-06	RTN2	0.361283	0.161472	0.01149	RTN2	0.097778	0.031858	0.301799	0.155306
DGN-WB	922	ENSG00000163694.10	RBM47	0.064757	0.026929	0.000536	RBM47	0.361243	0.159173	0.009439	RBM47	0.063698	0.026433	0.365243	0.156873
DGN-WB	922	ENSG00000111224.9	PARP11	0.114179	0.032860	2.691e-08	PARP11	0.360870	0.164878	0.01567	PARP11	0.109618	0.032269	0.270164	0.153291
DGN-WB	922	ENSG00000160352.11	ZNF714	0.023359	0.014325	0.0004219	ZNF714	0.360491	0.159759	0.01036	ZNF714	0.023441	0.014285	0.364948	0.158459
DGN-WB	922	ENSG00000078237.4	C12orf5	0.177647	0.043946	6.147e-07	C12orf5	0.360184	0.168838	0.02256	C12orf5	0.177188	0.043385	0.354829	0.154755
DGN-WB	922	ENSG00000198478.6	SH3BGRL2	0.099761	0.033659	3.981e-07	SH3BGRL2	0.360059	0.164837	0.01628	SH3BGRL2	0.099302	0.033686	0.307516	0.155200
DGN-WB	922	ENSG00000138621.7	PPCDC	0.016889	0.012449	0.003582	PPCDC	0.359202	0.160615	0.01113	PPCDC	0.015458	0.011831	0.327529	0.158849
DGN-WB	922	ENSG00000101307.11	SIRPB1	0.728229	0.026692	0	SIRPB1	0.359168	0.160788	0.01142	SIRPB1	0.725793	0.026872	0.142222	0.063036
DGN-WB	922	ENSG00000110002.11	VWA5A	0.166800	0.037190	0	VWA5A	0.359158	0.170795	0.025	VWA5A	0.162209	0.036526	0.306780	0.153718
DGN-WB	922	ENSG00000132781.12	MUTYH	0.515941	0.056473	0	MUTYH	0.358757	0.154700	0.008462	MUTYH	0.516647	0.056190	0.193675	0.084174
DGN-WB	922	ENSG00000042317.12	SPATA7	0.066270	0.024194	2.57e-09	SPATA7	0.358377	0.160542	0.01029	SPATA7	0.065596	0.023984	0.342778	0.156014
DGN-WB	922	ENSG00000139668.7	WDFY2	0.174225	0.040909	0	WDFY2	0.358302	0.164599	0.01577	WDFY2	0.176543	0.040541	0.421939	0.142715
DGN-WB	922	ENSG00000167889.8	MGAT5B	0.262663	0.044531	6.883e-15	MGAT5B	0.357376	0.160126	0.01137	MGAT5B	0.259194	0.044510	0.151508	0.129770
DGN-WB	922	ENSG00000182197.6	EXT1	0.070768	0.026808	4.181e-05	EXT1	0.356901	0.158275	0.01015	EXT1	0.070674	0.026593	0.354961	0.154559
DGN-WB	922	ENSG00000187800.9	PEAR1	0.121644	0.036705	9.04e-07	PEAR1	0.356653	0.160434	0.01505	PEAR1	0.127657	0.037336	0.389315	0.148278
DGN-WB	922	ENSG00000012124.10	CD22	0.040631	0.023792	0.0315	CD22	0.355872	0.165031	0.01699	CD22	0.038158	0.023057	0.337150	0.162030
DGN-WB	922	ENSG00000181666.13	HKR1	0.175409	0.053240	0	HKR1	0.355685	0.165148	0.01714	HKR1	0.164708	0.051219	0.326895	0.144947
DGN-WB	922	ENSG00000064687.8	ABCA7	0.495431	0.045505	0	ABCA7	0.355253	0.162524	0.01368	ABCA7	0.494777	0.045084	0.293782	0.098549
DGN-WB	922	ENSG00000165355.7	FBXO33	0.000001	0.008260	0.5	FBXO33	0.355070	0.162606	0.01393	FBXO33	0.000001	0.007846	0.352327	0.162749
DGN-WB	922	ENSG00000174236.2	REP15	0.461885	0.052098	0	REP15	0.354700	0.161862	0.01486	REP15	0.453416	0.052175	0.160859	0.100199
DGN-WB	922	ENSG00000129757.8	CDKN1C	0.010758	0.015742	0.2095	CDKN1C	0.354631	0.160712	0.0131	CDKN1C	0.009551	0.015156	0.351362	0.160647
DGN-WB	922	ENSG00000155189.7	AGPAT5	0.036099	0.020574	0.006832	AGPAT5	0.353710	0.163534	0.0163	AGPAT5	0.035065	0.020132	0.347166	0.161233
DGN-WB	922	ENSG00000166963.8	MAP1A	0.027906	0.017098	6.56e-08	MAP1A	0.353309	0.163164	0.01468	MAP1A	0.028230	0.017045	0.406438	0.161548
DGN-WB	922	ENSG00000214253.4	FIS1	0.289761	0.047803	0	FIS1	0.353256	0.160318	0.01327	FIS1	0.285733	0.047644	0.185076	0.124583
DGN-WB	922	ENSG00000164167.5	LSM6	0.080771	0.029250	1.492e-08	LSM6	0.352673	0.159433	0.01232	LSM6	0.079303	0.028756	0.350428	0.152193
DGN-WB	922	ENSG00000134686.12	PHC2	0.019449	0.015733	0.05488	PHC2	0.352561	0.155296	0.009861	PHC2	0.017935	0.015116	0.342573	0.154231
DGN-WB	922	ENSG00000151116.12	UEVLD	0.061357	0.024043	4.553e-05	UEVLD	0.351709	0.160345	0.01265	UEVLD	0.063525	0.024314	0.372747	0.155744
DGN-WB	922	ENSG00000158457.4	TSPAN33	0.311487	0.051640	0	TSPAN33	0.351290	0.159181	0.01262	TSPAN33	0.311768	0.051426	0.326207	0.122447
DGN-WB	922	ENSG00000109180.10	OCIAD1	0.052303	0.024488	6.661e-16	OCIAD1	0.350917	0.160683	0.01361	OCIAD1	0.052201	0.024508	0.302493	0.154312
DGN-WB	922	ENSG00000095209.7	TMEM38B	0.012382	0.013733	0.1176	TMEM38B	0.349676	0.160298	0.01389	TMEM38B	0.016082	0.014737	0.375102	0.159356
DGN-WB	922	ENSG00000140262.13	TCF12	0.024523	0.017729	0.01435	TCF12	0.349661	0.160058	0.012	TCF12	0.022174	0.016924	0.326737	0.158747
DGN-WB	922	ENSG00000169964.5	TMEM42	0.005757	0.009511	0.2106	TMEM42	0.348630	0.160167	0.01381	TMEM42	0.006650	0.009990	0.353520	0.160052
DGN-WB	922	ENSG00000141458.7	NPC1	0.045764	0.021129	7.564e-06	NPC1	0.348453	0.160050	0.0118	NPC1	0.044293	0.020667	0.320010	0.156451
DGN-WB	922	ENSG00000177697.13	CD151	0.708898	0.032570	0	CD151	0.348435	0.161092	0.01452	CD151	0.707146	0.032049	0.272194	0.058457
DGN-WB	922	ENSG00000167037.14	SGSM1	0.154886	0.039581	8.72e-10	SGSM1	0.348294	0.156505	0.009262	SGSM1	0.153929	0.039241	0.353909	0.142284
DGN-WB	922	ENSG00000175003.8	SLC22A1	0.353039	0.054291	0	SLC22A1	0.347179	0.150814	0.006134	SLC22A1	0.342535	0.053795	0.237996	0.112747
DGN-WB	922	ENSG00000159377.6	PSMB4	0.000001	0.008895	0.5	PSMB4	0.347128	0.161757	0.01769	PSMB4	0.000001	0.008578	0.339251	0.161089
DGN-WB	922	ENSG00000123610.3	TNFAIP6	0.328329	0.050936	0	TNFAIP6	0.346185	0.158150	0.01395	TNFAIP6	0.324539	0.050755	0.212481	0.116599
DGN-WB	922	ENSG00000135637.9	CCDC142	0.059519	0.024843	1.423e-06	CCDC142	0.346076	0.157303	0.01296	CCDC142	0.058789	0.024521	0.350680	0.152574
DGN-WB	922	ENSG00000134910.8	STT3A	0.051149	0.021068	8.638e-07	STT3A	0.346065	0.162057	0.01626	STT3A	0.050821	0.020838	0.355226	0.160860
DGN-WB	922	ENSG00000121417.9	ZNF211	0.142648	0.032690	0	ZNF211	0.345385	0.160850	0.01493	ZNF211	0.145160	0.032738	0.420091	0.149520
DGN-WB	922	ENSG00000159231.5	CBR3	0.652382	0.037619	0	CBR3	0.345282	0.165735	0.01927	CBR3	0.651912	0.037677	0.012931	0.066818
DGN-WB	922	ENSG00000158373.7	HIST1H2BD	0.548553	0.052008	0	HIST1H2BD	0.345277	0.165865	0.02291	HIST1H2BD	0.544279	0.052270	0.131954	0.085530
DGN-WB	922	ENSG00000115350.7	POLE4	0.028722	0.018931	0.02567	POLE4	0.344815	0.154362	0.01047	POLE4	0.023339	0.017484	0.311160	0.153992
DGN-WB	922	ENSG00000135541.16	AHI1	0.441978	0.051537	0	AHI1	0.344778	0.155622	0.01043	AHI1	0.442340	0.051542	0.208321	0.095205
DGN-WB	922	ENSG00000164849.7	GPR146	0.216179	0.043713	0	GPR146	0.344009	0.166224	0.02257	GPR146	0.213568	0.043475	0.187079	0.137140
DGN-WB	922	ENSG00000103202.8	NME4	0.654446	0.040954	0	NME4	0.343676	0.157233	0.01146	NME4	0.651941	0.041196	0.044878	0.065173
DGN-WB	922	ENSG00000148296.5	SURF6	0.278123	0.041388	0	SURF6	0.343154	0.165082	0.02062	SURF6	0.277200	0.041208	0.243425	0.133352
DGN-WB	922	ENSG00000189042.9	ZNF567	0.047702	0.025790	0.0003556	ZNF567	0.343019	0.160139	0.01433	ZNF567	0.051068	0.026901	0.359250	0.155081
DGN-WB	922	ENSG00000152580.8	IGSF10	0.314287	0.050321	0	IGSF10	0.342691	0.159553	0.01351	IGSF10	0.307655	0.049898	0.186152	0.120198
DGN-WB	922	ENSG00000206503.7	HLA-A	0.562425	0.126637	0	HLA-A	0.340583	0.165232	0.0228	HLA-A	0.561443	0.126842	0.137065	0.081890
DGN-WB	922	ENSG00000090061.13	CCNK	0.000001	0.012938	0.5	CCNK	0.339922	0.161926	0.01704	CCNK	0.000001	0.012527	0.332485	0.161729
DGN-WB	922	ENSG00000205981.2	DNAJC19	0.008666	0.010344	0.1295	DNAJC19	0.339413	0.163157	0.02124	DNAJC19	0.008885	0.010259	0.342657	0.162471
DGN-WB	922	ENSG00000169925.12	BRD3	0.118158	0.031169	6.29e-11	BRD3	0.338782	0.157838	0.01238	BRD3	0.116314	0.030649	0.325915	0.147846
DGN-WB	922	ENSG00000161911.7	TREML1	0.013559	0.015233	0.1447	TREML1	0.338531	0.170045	0.03223	TREML1	0.012483	0.014756	0.333333	0.170018
DGN-WB	922	ENSG00000162430.12	SEPN1	0.016871	0.015253	0.06981	SEPN1	0.338125	0.160329	0.01955	SEPN1	0.018316	0.015499	0.352320	0.159297
DGN-WB	922	ENSG00000074410.9	CA12	0.050215	0.023383	0.000111	CA12	0.337710	0.160401	0.01536	CA12	0.049636	0.022924	0.361398	0.157890
DGN-WB	922	ENSG00000112320.7	SOBP	0.049350	0.022287	0.0003011	SOBP	0.337584	0.161100	0.01695	SOBP	0.053757	0.022990	0.392479	0.159732
DGN-WB	922	ENSG00000103194.11	USP10	0.151190	0.037466	4.902e-10	USP10	0.337414	0.168707	0.02612	USP10	0.149724	0.037378	0.272194	0.155681
DGN-WB	922	ENSG00000188227.8	ZNF793	0.102349	0.035225	0	ZNF793	0.337340	0.161808	0.01782	ZNF793	0.100438	0.034592	0.274878	0.147193
DGN-WB	922	ENSG00000269099.1	LSP1	0.039296	0.023936	0.02796	LSP1	0.336935	0.158919	0.0146	LSP1	0.036382	0.023198	0.310407	0.155146
DGN-WB	922	ENSG00000196263.3	ZNF471	0.183360	0.038201	0	ZNF471	0.336881	0.150674	0.007366	ZNF471	0.187447	0.038457	0.333946	0.135038
DGN-WB	922	ENSG00000171466.5	ZNF562	0.025376	0.017758	0.01814	ZNF562	0.336109	0.165806	0.02231	ZNF562	0.022056	0.016793	0.292563	0.163960
DGN-WB	922	ENSG00000131143.4	COX4I1	0.064022	0.027968	0.001314	COX4I1	0.336022	0.159571	0.01624	COX4I1	0.060775	0.027270	0.314824	0.157158
DGN-WB	922	ENSG00000168329.9	CX3CR1	0.060256	0.026475	0.0001021	CX3CR1	0.335736	0.155901	0.01408	CX3CR1	0.061369	0.026742	0.328544	0.149698
DGN-WB	922	ENSG00000004139.9	SARM1	0.070092	0.025063	7.76e-10	SARM1	0.335550	0.159309	0.01603	SARM1	0.070631	0.025249	0.331003	0.153606
DGN-WB	922	ENSG00000066827.11	ZFAT	0.126578	0.032441	6.106e-16	ZFAT	0.335543	0.165458	0.02182	ZFAT	0.127855	0.032646	0.308271	0.154009
DGN-WB	922	ENSG00000074181.4	NOTCH3	0.006697	0.012604	0.2645	NOTCH3	0.335539	0.163704	0.02051	NOTCH3	0.007770	0.012898	0.340837	0.163792
DGN-WB	922	ENSG00000100092.16	SH3BP1	0.491592	0.051183	0	SH3BP1	0.335473	0.167286	0.02306	SH3BP1	0.487430	0.051232	0.116192	0.094528
DGN-WB	922	ENSG00000167676.3	PLIN4	0.041259	0.023977	0.01852	PLIN4	0.335236	0.163634	0.02124	PLIN4	0.036191	0.022990	0.293891	0.161197
DGN-WB	922	ENSG00000166669.9	ATF7IP2	0.174366	0.043579	8.328e-08	ATF7IP2	0.335088	0.164976	0.02263	ATF7IP2	0.186080	0.044565	0.349287	0.145437
DGN-WB	922	ENSG00000111859.12	NEDD9	0.022699	0.018555	0.07048	NEDD9	0.335053	0.166942	0.02627	NEDD9	0.024493	0.018957	0.343840	0.166028
DGN-WB	922	ENSG00000198925.6	ATG9A	0.020334	0.015260	0.02389	ATG9A	0.334906	0.157840	0.01579	ATG9A	0.018977	0.014835	0.317474	0.157092
DGN-WB	922	ENSG00000179144.4	GIMAP7	0.038048	0.018615	6.133e-05	GIMAP7	0.334206	0.163172	0.02182	GIMAP7	0.036549	0.018164	0.295496	0.160794
DGN-WB	922	ENSG00000117643.10	MAN1C1	0.007753	0.012848	0.272	MAN1C1	0.334060	0.152783	0.01122	MAN1C1	0.003559	0.011359	0.327758	0.153048
DGN-WB	922	ENSG00000087237.6	CETP	0.053561	0.025429	0.003015	CETP	0.333862	0.166351	0.02492	CETP	0.051392	0.024921	0.312952	0.162750
DGN-WB	922	ENSG00000135974.5	C2orf49	0.000001	0.011349	0.5	C2orf49	0.333542	0.152820	0.01119	C2orf49	0.000001	0.011198	0.333265	0.152817
DGN-WB	922	ENSG00000069696.6	DRD4	0.125041	0.038036	3.96e-11	DRD4	0.333457	0.161847	0.01957	DRD4	0.120571	0.037161	0.281583	0.150944
DGN-WB	922	ENSG00000130592.9	LSP1	0.039296	0.023936	0.02796	LSP1	0.333357	0.156253	0.01337	LSP1	0.036590	0.023262	0.307681	0.152760
DGN-WB	922	ENSG00000104365.9	IKBKB	0.029279	0.017777	0.006704	IKBKB	0.332804	0.167525	0.02836	IKBKB	0.028884	0.017547	0.335147	0.165498
DGN-WB	922	ENSG00000158089.10	GALNT14	0.189050	0.043956	4.659e-12	GALNT14	0.332544	0.160326	0.01965	GALNT14	0.193198	0.043892	0.375445	0.141667
DGN-WB	922	ENSG00000066027.6	PPP2R5A	0.378334	0.050912	0	PPP2R5A	0.332420	0.165488	0.02973	PPP2R5A	0.360548	0.050042	0.000001	0.112877
DGN-WB	922	ENSG00000167987.6	VPS37C	0.004592	0.009582	0.2778	VPS37C	0.332361	0.165288	0.02552	VPS37C	0.003984	0.009286	0.329136	0.165285
DGN-WB	922	ENSG00000165632.7	TAF3	0.000521	0.013693	0.4837	TAF3	0.332279	0.160728	0.01865	TAF3	0.002708	0.014098	0.334949	0.160866
DGN-WB	922	ENSG00000179593.11	ALOX15B	0.080810	0.031990	4.864e-05	ALOX15B	0.332049	0.160721	0.01746	ALOX15B	0.077640	0.031223	0.311920	0.155547
DGN-WB	922	ENSG00000124225.11	PMEPA1	0.100533	0.033195	9.281e-05	PMEPA1	0.331453	0.159117	0.01649	PMEPA1	0.100201	0.032849	0.322400	0.152120
DGN-WB	922	ENSG00000173110.6	HSPA6	0.081958	0.029353	2.155e-06	HSPA6	0.331396	0.148515	0.007145	HSPA6	0.078877	0.028515	0.328709	0.144360
