AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
KIAA1715	ENSG00000144320.9	0.262261	0.062114	0.044906	0.051507	0.270315	0.073302	0.048666	0.074591	0.147532	0.07373	0.043662	0.044208	0.18496	0.073422	0.06237	0.055711	0.198961	0.08097	0.432147	0.074182
DNAAF1	ENSG00000154099.13	0.301193	0.071713	1e-06	0.077946	1e-06	0.071857	1e-06	0.121392	1e-06	0.077525	1e-06	0.066025	0.065488	0.084613	0.148627	0.087895	0.225756	0.097318	0.311406	0.083539
QRSL1	ENSG00000130348.7	0.590671	0.052966	0.437611	0.076992	0.349544	0.078793	0.514785	0.093302	0.444539	0.081143	0.454886	0.066571	0.458115	0.07923	0.374508	0.072093	0.545538	0.070793	0.015541	0.043359
STOX1	ENSG00000165730.10	0.486482	0.061731	0.070401	0.053192	0.217136	0.074349	0.058684	0.076396	0.234453	0.073746	0.218234	0.060803	0.319976	0.086219	0.151684	0.068289	0.145647	0.068207	0.366014	0.070677
PLA2G4C	ENSG00000105499.9	0.43784	0.064842	0.425474	0.08562	0.323344	0.080805	0.181591	0.108453	0.308149	0.087823	0.194271	0.065171	0.384648	0.086848	0.372166	0.082727	0.443729	0.086998	0.366831	0.073391
CYP2D6	ENSG00000100197.16	0.668035	0.050037	0.463534	0.0766	0.504055	0.07684	0.150949	0.091523	0.452239	0.082071	0.211524	0.064899	0.393261	0.087508	0.525873	0.069971	0.47696	0.079272	0.47795	0.070085
DHFR	ENSG00000228716.2	0.495577	0.060614	0.34713	0.075343	0.355637	0.084309	0.445614	0.088267	0.208739	0.071762	0.496413	0.063376	0.339231	0.082476	0.201891	0.070319	0.336216	0.080599	0.276942	0.065239
SLC1A7	ENSG00000162383.7	0.133072	0.053612	0.229471	0.074362	0.129912	0.069725	1e-06	0.071104	1e-06	0.049266	0.020631	0.040473	0.335226	0.085927	0.167048	0.071245	0.093258	0.064083	0.251502	0.077963
NEBL	ENSG00000078114.14	0.020974	0.028169	0.059889	0.051572	1e-06	0.035668	1e-06	0.066473	1e-06	0.046186	1e-06	0.038787	0.004958	0.042443	1e-06	0.031866	1e-06	0.042789	0.398218	0.081409
CNGA1	ENSG00000198515.9	0.517287	0.058004	0.50914	0.068254	0.241309	0.074754	0.586268	0.085242	0.232559	0.06969	0.493509	0.067165	0.316247	0.074747	0.098547	0.065584	0.408856	0.075229	0.088409	0.048015
NUP133	ENSG00000069248.8	0.15873	0.051684	0.069261	0.054567	1e-06	0.043078	0.075596	0.073809	0.12425	0.070912	0.026618	0.044498	0.012481	0.058067	0.077181	0.058588	0.169064	0.072036	0.087414	0.059477
G6PC2	ENSG00000152254.6	0.617542	0.051447	0.39484	0.079421	0.146347	0.072586	0.402968	0.104681	0.597556	0.072692	0.19322	0.067308	0.382778	0.083782	0.479115	0.073523	0.293931	0.080587	1e-06	0.039756
NUPR1	ENSG00000176046.7	0.021228	0.026997	1e-06	0.028485	0.163743	0.059849	0.245712	0.100794	1e-06	0.030896	1e-06	0.022497	0.035209	0.048826	0.012703	0.029631	0.052768	0.051535	1e-06	0.031285
APIP	ENSG00000149089.8	0.680832	0.042506	0.553845	0.066148	0.507251	0.070687	0.660947	0.076383	0.530079	0.069155	0.356245	0.070017	0.624844	0.067975	0.584257	0.061107	0.689175	0.054514	0.29131	0.070794
SAMD12	ENSG00000177570.9	0.357827	0.065135	0.06593	0.062135	0.025087	0.05031	1e-06	0.071652	1e-06	0.051057	0.066029	0.06216	0.101639	0.07771	0.292502	0.081563	0.317104	0.088341	0.275301	0.077047
LRRC37A2	ENSG00000238083.3	0.648705	0.053249	0.417093	0.079511	0.421351	0.080129	0.329701	0.092186	0.41729	0.082617	0.463582	0.075547	0.544525	0.080899	0.417273	0.082312	0.513753	0.081643	0.295748	0.07586
RAB3IL1	ENSG00000167994.7	0.00286	0.020611	1e-06	0.038765	1e-06	0.030448	0.012008	0.063237	1e-06	0.042255	1e-06	0.035834	1e-06	0.045561	0.023739	0.041222	1e-06	0.039081	0.261432	0.079127
ZNF641	ENSG00000167528.8	0.118323	0.047722	0.036786	0.045423	0.175412	0.063548	0.127652	0.074561	0.086468	0.053687	0.351329	0.069604	0.075537	0.055191	0.152409	0.06885	0.152525	0.058119	0.388258	0.069567
TUFM	ENSG00000178952.4	0.338031	0.064822	0.255884	0.083646	0.280571	0.07836	1e-06	0.042093	0.192299	0.075251	0.099651	0.055637	0.262016	0.081185	0.26883	0.077016	0.193978	0.067818	0.417245	0.069363
KCNMA1	ENSG00000156113.16	0.274644	0.061562	0.222327	0.078099	1e-06	0.04409	0.180585	0.104329	0.281892	0.087532	0.043651	0.054698	0.121115	0.08308	0.004019	0.0503	0.002969	0.053781	0.433448	0.073842
HIF1A	ENSG00000100644.12	0.006954	0.015995	1e-06	0.055185	1e-06	0.039654	1e-06	0.077849	1e-06	0.047484	1e-06	0.035508	1e-06	0.058848	0.006638	0.037747	1e-06	0.036557	1e-06	0.024242
PRSS46	ENSG00000261603.1	0.691675	0.050873	0.002423	0.033314	0.05796	0.052714	0.585835	0.091865	0.038365	0.050832	0.291631	0.082116	0.076184	0.067677	0.024696	0.034436	0.574604	0.077188	0.527508	0.090816
SOAT1	ENSG00000057252.8	0.050196	0.034914	1e-06	0.036049	0.07309	0.050693	1e-06	0.053705	1e-06	0.034858	0.035788	0.033207	0.093963	0.059941	0.001042	0.028769	0.001061	0.031997	0.157758	0.059549
FAM151B	ENSG00000152380.5	0.043884	0.033844	0.017808	0.035584	1e-06	0.034434	1e-06	0.064899	0.010547	0.037878	0.016423	0.037415	1e-06	0.047763	1e-06	0.042657	1e-06	0.057201	0.086889	0.050796
COL5A3	ENSG00000080573.6	0.041	0.035696	1e-06	0.054861	1e-06	0.032198	0.029566	0.065952	1e-06	0.031462	0.005385	0.030634	0.005881	0.038861	1e-06	0.034231	1e-06	0.057989	0.658292	0.06379
RRP7A	ENSG00000189306.6	0.498103	0.069858	0.504345	0.085151	0.371486	0.092533	0.455373	0.119427	0.523952	0.086821	0.241469	0.076281	0.418446	0.096608	0.362106	0.093713	0.454409	0.093163	0.180964	0.077224
RPTN	ENSG00000215853.3	0.015748	0.025687	1e-06	0.055762	1e-06	0.060624	1e-06	0.085902	1e-06	0.055793	0.047462	0.053887	1e-06	0.055012	0.174574	0.077839	1e-06	0.061036	0.029381	0.050125
IFITM3	ENSG00000142089.11	0.023008	0.032458	0.122966	0.062015	1e-06	0.042107	0.049628	0.071682	1e-06	0.04585	0.005731	0.030769	0.185636	0.083777	0.049665	0.056265	1e-06	0.040399	0.292348	0.082946
ARHGAP22	ENSG00000128805.10	0.095365	0.046966	1e-06	0.050014	0.380537	0.085236	0.031231	0.073573	0.029887	0.054385	0.072141	0.055716	0.111329	0.068296	1e-06	0.045699	0.032872	0.049394	0.34713	0.083623
LIMS2	ENSG00000072163.14	0.076718	0.041464	1e-06	0.041176	1e-06	0.042296	0.010709	0.059529	0.110275	0.070062	0.051615	0.049108	0.065335	0.062249	0.160457	0.076721	0.086979	0.069249	0.34852	0.080608
WASH4P	ENSG00000234769.4	0.06681	0.045592	0.076935	0.076617	1e-06	0.062779	1e-06	0.09219	0.014693	0.062602	0.166225	0.081824	1e-06	0.058036	1e-06	0.066193	0.087159	0.083814	1e-06	0.043103
SLC24A5	ENSG00000188467.6	1e-06	0.024458	0.011562	0.034938	0.018209	0.040225	1e-06	0.063268	0.073294	0.056857	1e-06	0.025415	1e-06	0.045193	1e-06	0.041748	1e-06	0.036168	0.152015	0.063657
ANKRD34B	ENSG00000189127.3	0.152534	0.056075	1e-06	0.041043	1e-06	0.037293	0.154081	0.090026	0.107069	0.059482	0.019326	0.037165	1e-06	0.043784	1e-06	0.038046	0.061076	0.054053	0.310729	0.071733
ORC6	ENSG00000091651.4	1e-06	0.01224	0.001382	0.01697	1e-06	0.015006	0.031283	0.050177	0.008262	0.022276	1e-06	0.023653	1e-06	0.033845	0.002449	0.017262	0.010555	0.020079	1e-06	0.015188
CCDC109B	ENSG00000005059.11	0.097717	0.044185	0.12872	0.069506	0.019379	0.044908	0.009384	0.06483	0.036004	0.053392	0.005287	0.036947	1e-06	0.047883	0.030214	0.052009	0.089854	0.062936	1e-06	0.038366
PCYOX1L	ENSG00000145882.6	0.209154	0.065236	0.169835	0.077105	0.234502	0.087005	1e-06	0.078982	0.180901	0.087398	0.007376	0.037275	0.125365	0.086823	0.170845	0.077348	0.237446	0.095061	0.379789	0.075355
CDS2	ENSG00000101290.9	0.112058	0.052884	1e-06	0.069678	1e-06	0.073751	0.056681	0.099444	1e-06	0.057703	1e-06	0.048052	1e-06	0.070148	0.061528	0.076132	0.031912	0.066789	0.181337	0.06893
KCNJ4	ENSG00000168135.4	1e-06	0.032374	1e-06	0.037942	1e-06	0.046526	0.04423	0.088492	1e-06	0.040642	1e-06	0.040818	1e-06	0.052078	0.008597	0.036652	1e-06	0.053696	0.111711	0.059177
RBPMS2	ENSG00000166831.4	0.077558	0.040456	0.046265	0.046422	1e-06	0.037987	0.004117	0.045993	0.020504	0.034898	0.007731	0.026587	1e-06	0.029201	1e-06	0.031821	0.004137	0.032103	0.310531	0.072036
SMIM20	ENSG00000250317.4	0.180567	0.062437	1e-06	0.044296	0.024958	0.052407	0.146797	0.105035	0.133322	0.07894	0.274367	0.074688	1e-06	0.08053	0.055192	0.062346	0.348148	0.088711	0.043083	0.050283
C8B	ENSG00000021852.8	0.098449	0.049869	0.033773	0.055336	0.026004	0.05497	0.027814	0.07434	1e-06	0.051955	0.060008	0.052567	1e-06	0.049731	1e-06	0.043471	0.091551	0.070432	0.250809	0.067429
AL359195.1	ENSG00000204038.3	0.429512	0.058484	0.219819	0.070055	0.472299	0.072186	0.054071	0.084429	0.023775	0.051023	1e-06	0.031642	0.449683	0.082126	0.152404	0.071009	0.188132	0.075929	0.026208	0.042845
PKP4	ENSG00000144283.17	0.155269	0.058509	0.045691	0.049497	0.118377	0.067613	0.062091	0.073597	0.033824	0.042744	0.094582	0.056758	0.005949	0.042835	0.10601	0.057471	0.086564	0.058731	0.374191	0.07172
TLR3	ENSG00000164342.7	0.023101	0.035065	1e-06	0.034958	1e-06	0.03762	0.081825	0.085969	1e-06	0.047599	0.012503	0.028738	1e-06	0.038572	0.031994	0.038884	1e-06	0.042467	0.096386	0.058165
TACSTD2	ENSG00000184292.5	0.05901	0.04014	0.082997	0.06217	0.249534	0.077221	0.03828	0.075644	0.065155	0.05676	0.091372	0.053848	0.204029	0.093166	0.024742	0.0458	0.183187	0.068869	0.366311	0.072996
GM2A	ENSG00000196743.4	0.292863	0.067662	0.077435	0.069899	1e-06	0.052156	0.370179	0.131907	0.080882	0.069114	1e-06	0.036951	0.028826	0.045111	0.291884	0.077558	0.032437	0.056111	0.679343	0.060964
LIPN	ENSG00000204020.5	0.060832	0.037594	1e-06	0.041471	0.00233	0.043987	1e-06	0.057303	0.214015	0.076475	1e-06	0.03476	0.020641	0.053161	0.078663	0.05422	1e-06	0.040136	0.284193	0.070879
COLGALT2	ENSG00000198756.6	0.094453	0.050714	1e-06	0.034399	1e-06	0.035709	1e-06	0.05682	1e-06	0.036114	0.03041	0.039294	0.07228	0.058168	0.028813	0.046465	0.036502	0.048917	0.503034	0.071996
PCDHB8	ENSG00000120322.2	0.490711	0.056587	0.389524	0.075447	0.336999	0.079859	0.549018	0.089125	0.26366	0.076285	0.110982	0.051182	0.350716	0.085717	0.360967	0.078461	0.28582	0.077019	0.009847	0.025024
ZNF266	ENSG00000174652.13	0.541661	0.051704	0.525355	0.066005	0.578474	0.062505	0.508504	0.086059	0.492733	0.067657	0.405684	0.063339	0.663105	0.060274	0.565332	0.063317	0.54178	0.065497	0.393179	0.067598
MCMDC2	ENSG00000178460.13	1e-06	0.023024	0.03468	0.052389	1e-06	0.050194	1e-06	0.065225	1e-06	0.060046	1e-06	0.036705	0.060028	0.077277	0.042972	0.071485	0.11252	0.084351	1e-06	0.051054
CYP4F31P	ENSG00000178206.3	1e-06	0.021797	1e-06	0.060235	1e-06	0.032543	0.012128	0.057944	0.009463	0.03928	1e-06	0.031487	0.048983	0.056337	1e-06	0.033063	1e-06	0.036938	0.103861	0.067877
WARS	ENSG00000140105.13	0.002589	0.026676	0.070054	0.064307	1e-06	0.057651	0.12413	0.108761	0.129758	0.084383	0.046817	0.051857	0.095151	0.079118	0.071804	0.063137	0.066188	0.065868	0.279885	0.070804
APOL4	ENSG00000100336.13	0.395717	0.068338	0.382768	0.084641	0.422736	0.086902	0.474605	0.101543	0.239944	0.085552	0.255088	0.071283	0.282781	0.09858	0.384256	0.084319	0.455956	0.085243	0.062953	0.066968
MCM5	ENSG00000100297.10	0.03127	0.032267	1e-06	0.043981	1e-06	0.048263	1e-06	0.072053	1e-06	0.042421	1e-06	0.035044	1e-06	0.046612	1e-06	0.049039	0.008655	0.045194	0.025492	0.044736
LCK	ENSG00000182866.12	0.104441	0.047309	0.09027	0.075692	1e-06	0.047669	1e-06	0.108432	1e-06	0.066174	1e-06	0.046635	0.10097	0.075826	0.044307	0.060958	0.042466	0.071416	1e-06	0.055664
NTPCR	ENSG00000135778.6	0.592031	0.059016	0.495528	0.081413	0.277666	0.079346	0.111516	0.105146	0.233508	0.084844	0.437816	0.082409	0.156567	0.084652	0.377057	0.08233	0.327899	0.091418	0.617918	0.064832
PTK7	ENSG00000112655.11	0.09202	0.051671	0.075732	0.069524	0.007335	0.039278	0.004881	0.066522	0.085041	0.076663	0.048298	0.056762	1e-06	0.067018	1e-06	0.05147	0.090284	0.07398	0.147692	0.068824
FAM84B	ENSG00000168672.3	1e-06	0.029769	1e-06	0.048115	1e-06	0.066463	1e-06	0.075625	1e-06	0.048269	1e-06	0.05551	1e-06	0.063521	0.029479	0.060107	0.035865	0.056429	0.097878	0.068909
ABHD4	ENSG00000100439.6	0.121327	0.06	1e-06	0.055936	1e-06	0.05837	0.254569	0.128731	0.096174	0.075468	0.148631	0.07069	0.056628	0.069653	0.090954	0.079252	0.052487	0.071984	0.083015	0.059955
ETV7	ENSG00000010030.9	0.123279	0.051115	0.065985	0.061337	0.05902	0.058482	0.017289	0.065401	0.187611	0.072063	0.023785	0.03836	0.204771	0.081849	1e-06	0.032943	0.116977	0.072572	0.251058	0.068254
CAPN11	ENSG00000137225.8	1e-06	0.034365	1e-06	0.040717	0.018344	0.043157	0.090432	0.088858	1e-06	0.051807	1e-06	0.028671	1e-06	0.06292	1e-06	0.044622	1e-06	0.037794	0.157108	0.073781
TEK	ENSG00000120156.16	0.014465	0.031678	0.021568	0.054097	1e-06	0.050116	0.033989	0.088654	1e-06	0.064404	1e-06	0.036777	1e-06	0.049069	0.019373	0.054726	1e-06	0.047751	0.290464	0.074039
POLR2J	ENSG00000005075.11	0.398663	0.066051	0.18189	0.075674	0.29008	0.082626	0.223048	0.101996	0.167163	0.082082	0.201438	0.069764	0.086353	0.067269	0.060099	0.049623	0.294313	0.082926	0.115021	0.060778
C12orf61	ENSG00000221949.2	0.024553	0.033306	1e-06	0.061724	1e-06	0.069081	1e-06	0.099481	1e-06	0.060761	1e-06	0.050206	0.059057	0.08158	1e-06	0.063012	1e-06	0.058462	0.121496	0.076419
MOSPD3	ENSG00000106330.7	0.039962	0.032923	1e-06	0.032602	1e-06	0.034143	1e-06	0.04867	0.061189	0.049731	1e-06	0.029717	1e-06	0.043063	0.223187	0.07625	0.01074	0.032287	0.371452	0.073573
PAQR5	ENSG00000137819.9	0.0276	0.026481	0.087838	0.061827	1e-06	0.029802	0.193689	0.102444	1e-06	0.048894	1e-06	0.049448	0.093907	0.066973	0.15585	0.071208	1e-06	0.039759	0.1616	0.064364
PMM2	ENSG00000140650.7	0.014384	0.024132	1e-06	0.059057	1e-06	0.053007	1e-06	0.082712	0.03453	0.064982	1e-06	0.05218	0.046235	0.063705	0.002397	0.050003	0.059773	0.067162	0.055212	0.054505
ATMIN	ENSG00000166454.5	0.153502	0.062451	1e-06	0.051494	1e-06	0.063351	0.04561	0.095578	0.107117	0.08853	0.409155	0.070607	1e-06	0.074724	0.052843	0.069761	0.143923	0.078407	0.048354	0.056304
AKR1C1	ENSG00000187134.8	0.130784	0.056205	1e-06	0.045619	0.177127	0.084512	0.01583	0.082543	0.123447	0.07041	0.120239	0.065442	0.062561	0.065538	0.217627	0.082782	0.00711	0.054533	0.295753	0.07592
GBP3	ENSG00000117226.7	0.751179	0.037323	0.718621	0.051902	0.708744	0.056512	0.472033	0.098172	0.583767	0.072058	0.38973	0.072891	0.583954	0.073494	0.582885	0.067415	0.639031	0.064119	0.27149	0.072786
CDHR3	ENSG00000128536.11	0.421268	0.070472	1e-06	0.04168	0.047722	0.066315	0.028707	0.075129	0.173274	0.089067	0.083623	0.06706	0.303906	0.096003	0.073434	0.063357	0.014806	0.051598	1e-06	0.051002
PILRB	ENSG00000121716.13	0.51202	0.060605	0.462022	0.075919	0.353476	0.077871	0.534979	0.090791	0.535872	0.073956	0.281097	0.067219	0.539254	0.078441	0.417479	0.078266	0.476155	0.078884	0.146222	0.055064
C15orf57	ENSG00000128891.11	0.579773	0.054105	0.439121	0.073364	0.497381	0.071958	0.516892	0.087161	0.398514	0.069952	0.303989	0.06797	0.533549	0.073565	0.398547	0.076928	0.291887	0.079525	0.196997	0.061804
IFT88	ENSG00000032742.13	0.286971	0.058317	0.303877	0.077963	0.339704	0.078917	0.426195	0.100689	0.249527	0.081411	0.212849	0.06899	0.191205	0.075794	0.076571	0.051883	0.112735	0.060472	0.279365	0.069136
IREB2	ENSG00000136381.8	0.079719	0.041958	1e-06	0.040457	1e-06	0.05421	1e-06	0.056698	1e-06	0.044806	0.121868	0.063526	0.136799	0.077417	0.059032	0.04904	0.015644	0.047018	0.159148	0.065235
ARL14EP	ENSG00000152219.4	0.168348	0.050957	0.017281	0.033558	0.080577	0.053195	0.051179	0.059076	0.129194	0.05628	0.015686	0.028679	0.190678	0.070737	0.087351	0.054737	0.232956	0.074777	0.177353	0.058563
VNN1	ENSG00000112299.7	0.141733	0.048182	0.047586	0.053102	0.019539	0.048524	0.129472	0.088504	0.25211	0.084594	0.054212	0.052874	0.048193	0.056515	0.053936	0.054002	0.215333	0.081705	0.464216	0.066805
STXBP2	ENSG00000076944.10	0.040499	0.036328	1e-06	0.063601	1e-06	0.062033	0.108419	0.105887	1e-06	0.055792	1e-06	0.048786	0.081605	0.074387	0.11023	0.07153	0.17327	0.088533	0.262666	0.078578
ANXA8L2	ENSG00000186807.9	0.130554	0.054596	1e-06	0.039237	1e-06	0.035328	1e-06	0.054863	0.096247	0.068251	0.032252	0.041512	0.389122	0.082822	0.240403	0.080205	1e-06	0.040876	0.21798	0.070434
GSTM2	ENSG00000213366.8	0.133068	0.058734	0.174995	0.085057	1e-06	0.052362	1e-06	0.081249	0.173361	0.082046	0.078708	0.058866	0.204281	0.101188	1e-06	0.043812	0.048029	0.060663	0.14253	0.071669
ZNF205	ENSG00000122386.6	0.126327	0.04729	0.059253	0.057531	0.095013	0.057182	1e-06	0.077038	0.080056	0.064708	0.267863	0.067472	0.045955	0.058389	1e-06	0.041699	1e-06	0.054153	0.370121	0.07307
CCR7	ENSG00000126353.3	0.026277	0.025414	1e-06	0.03333	1e-06	0.030329	1e-06	0.062199	1e-06	0.041218	1e-06	0.033619	0.010532	0.039624	1e-06	0.036288	1e-06	0.031504	0.004261	0.025488
FAM181A	ENSG00000140067.6	0.025357	0.037287	0.024124	0.05285	0.016556	0.06095	0.032824	0.082649	1e-06	0.04603	1e-06	0.044721	1e-06	0.064844	1e-06	0.052393	0.073663	0.072251	0.093718	0.067628
RBM43	ENSG00000184898.6	0.069851	0.041208	0.017549	0.033632	0.065635	0.058745	1e-06	0.052125	0.022153	0.047766	1e-06	0.025417	0.033409	0.04581	1e-06	0.032413	0.031707	0.042313	0.215248	0.063737
DARC	ENSG00000213088.5	0.06841	0.038456	1e-06	0.059919	1e-06	0.048837	0.094855	0.095441	1e-06	0.060721	1e-06	0.045444	1e-06	0.053175	1e-06	0.055563	1e-06	0.05398	1e-06	0.044792
CISD1	ENSG00000122873.7	0.247831	0.057196	0.176209	0.065596	0.217226	0.070088	0.149905	0.090236	0.258289	0.084287	0.041092	0.038028	0.247889	0.07815	0.085341	0.059806	0.167921	0.068132	0.307042	0.06684
GAL	ENSG00000069482.6	0.000224	0.016949	0.044332	0.044408	1e-06	0.039048	1e-06	0.060086	0.065152	0.060032	1e-06	0.037562	0.106465	0.061863	0.01764	0.040107	0.010421	0.041213	0.296817	0.0736
TNPO3	ENSG00000064419.9	0.040583	0.032615	1e-06	0.033312	0.022137	0.03983	1e-06	0.068907	1e-06	0.041731	0.004242	0.03177	1e-06	0.051011	1e-06	0.040951	1e-06	0.046148	0.369944	0.07867
TMEM50B	ENSG00000142188.12	0.461524	0.057668	0.458466	0.073789	0.505212	0.071071	0.13166	0.079817	0.459327	0.075831	0.048566	0.041834	0.533674	0.075132	0.443934	0.071237	0.240124	0.073342	0.234797	0.065137
SCO2	ENSG00000130489.8	0.194679	0.061606	1e-06	0.035027	1e-06	0.03219	0.005773	0.052517	1e-06	0.044339	0.078352	0.050139	1e-06	0.028691	0.013093	0.031677	0.048076	0.060871	0.239183	0.073998
SYF2	ENSG00000117614.5	0.021292	0.034621	1e-06	0.058371	1e-06	0.066996	0.086157	0.102054	1e-06	0.065776	1e-06	0.050691	0.040197	0.076964	1e-06	0.057676	0.217429	0.085333	1e-06	0.055698
RAD51C	ENSG00000108384.10	0.189834	0.053622	0.286067	0.072782	1e-06	0.040114	0.002117	0.038915	0.111567	0.058263	1e-06	0.021436	0.152388	0.066392	0.181109	0.067391	0.17609	0.069442	0.218006	0.062639
PCSK5	ENSG00000099139.9	0.023529	0.041371	1e-06	0.060369	1e-06	0.067927	1e-06	0.085348	0.168939	0.089459	1e-06	0.045157	1e-06	0.073455	0.007947	0.049769	1e-06	0.075123	0.149505	0.073692
RBMS2	ENSG00000076067.7	0.192827	0.058607	0.048876	0.044834	0.031827	0.047793	0.110884	0.090696	0.073032	0.059082	0.055364	0.047128	1e-06	0.0367	1e-06	0.035888	1e-06	0.036642	0.376226	0.071907
BRD7	ENSG00000166164.11	0.020218	0.030885	1e-06	0.05209	1e-06	0.051576	0.05445	0.096669	1e-06	0.065682	1e-06	0.040055	0.011694	0.062536	1e-06	0.047994	0.056522	0.06486	0.275929	0.071098
USP53	ENSG00000145390.7	0.099682	0.044953	0.187914	0.069441	0.008065	0.026172	0.062118	0.062925	0.231782	0.076235	1e-06	0.027314	1e-06	0.046676	0.099565	0.0547	1e-06	0.038281	0.30432	0.075051
CAST	ENSG00000153113.19	0.311877	0.064748	0.50837	0.077725	0.36992	0.089295	0.018138	0.065076	0.308875	0.082589	0.069159	0.052611	0.653877	0.069475	0.135653	0.074354	0.199375	0.077067	0.528242	0.066665
C17orf97	ENSG00000187624.7	0.897577	0.01856	0.64592	0.070322	0.646927	0.075646	0.623023	0.096247	0.458301	0.092692	0.689705	0.054294	0.717063	0.066352	0.675467	0.067976	0.656922	0.071842	0.607964	0.066782
ARL17B	ENSG00000228696.4	0.428082	0.079667	0.139947	0.066833	0.176221	0.074986	0.118406	0.071541	0.314715	0.094664	0.107323	0.061533	0.092981	0.061549	0.130571	0.066341	0.144594	0.072079	0.116337	0.060749
LFNG	ENSG00000106003.8	0.000624	0.018686	1e-06	0.049607	1e-06	0.045729	1e-06	0.076614	0.033277	0.056107	1e-06	0.045068	1e-06	0.065785	1e-06	0.048597	1e-06	0.047592	1e-06	0.034608
CAMK1D	ENSG00000183049.8	0.082807	0.050451	1e-06	0.05471	1e-06	0.073045	0.143279	0.122764	0.288353	0.103672	1e-06	0.058835	1e-06	0.089009	1e-06	0.068168	1e-06	0.07948	0.308566	0.08572
GLIS3	ENSG00000107249.17	1e-06	0.026585	0.091802	0.087571	0.066536	0.07848	1e-06	0.100696	0.074922	0.079195	1e-06	0.04842	0.0874	0.087708	1e-06	0.063623	0.14142	0.083118	0.085643	0.068318
ISL2	ENSG00000159556.5	0.045132	0.033264	1e-06	0.024403	0.001002	0.027651	1e-06	0.047655	0.053955	0.039944	1e-06	0.01764	1e-06	0.03495	1e-06	0.019348	0.041502	0.044392	0.306403	0.077789
FAM83D	ENSG00000101447.9	0.052119	0.048621	1e-06	0.063163	0.166903	0.089829	1e-06	0.067772	0.158809	0.094713	1e-06	0.045373	1e-06	0.082506	1e-06	0.0581	1e-06	0.055163	0.204382	0.079759
ADAT1	ENSG00000065457.6	0.519534	0.056913	0.543248	0.066889	0.43812	0.073472	0.368101	0.101434	0.463463	0.074427	0.310737	0.065771	0.616963	0.068224	0.323014	0.073792	0.417884	0.075338	0.20094	0.067701
HMGXB3	ENSG00000113716.8	0.172178	0.055353	0.110084	0.070568	0.222771	0.081393	0.066738	0.08702	0.040348	0.060063	0.083942	0.053064	0.262317	0.089059	0.068701	0.065996	0.187601	0.078784	0.020917	0.046779
TJP2	ENSG00000119139.12	0.066089	0.037646	0.042244	0.046319	0.067157	0.057631	0.038948	0.072687	0.009071	0.036795	0.301172	0.068545	0.016021	0.049092	0.008295	0.037497	0.109065	0.06796	0.244747	0.063704
NME4	ENSG00000103202.8	0.175198	0.057571	0.114079	0.066828	0.324212	0.077021	0.530221	0.112712	0.064114	0.061917	0.285437	0.076347	0.250431	0.096818	0.09292	0.067158	1e-06	0.036413	0.331601	0.079032
GCC2	ENSG00000135968.15	0.412738	0.060518	0.460066	0.073273	0.260532	0.074034	0.163122	0.08259	0.37597	0.078206	0.114323	0.05066	0.35872	0.081897	0.356191	0.075293	0.477475	0.079712	0.42687	0.072031
TNFAIP6	ENSG00000123610.3	0.079044	0.039453	1e-06	0.032638	0.03092	0.046083	1e-06	0.057326	0.086329	0.05818	0.073304	0.048558	1e-06	0.042327	1e-06	0.039456	0.012827	0.037752	0.412747	0.075507
OPN4	ENSG00000122375.7	0.403886	0.058441	0.302821	0.070192	0.171844	0.070039	0.154826	0.092138	0.062986	0.054082	0.418728	0.066867	0.346123	0.081406	0.307749	0.075328	0.19659	0.078886	0.108505	0.057054
THADA	ENSG00000115970.14	1e-06	0.016551	1e-06	0.060385	0.038183	0.052261	1e-06	0.071212	1e-06	0.050459	1e-06	0.039401	0.055764	0.0677	1e-06	0.046838	1e-06	0.053283	1e-06	0.034822
