AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
KIAA1715	ENSG00000144320.9	0.262261	0.062114	0.010816	0.037984	0.127775	0.070068	0.06337	0.078038	0.11959	0.074788	1e-06	0.028355	0.078888	0.055945	0.065795	0.050966	0.04812	0.05239	0.233641	0.074702
DNAAF1	ENSG00000154099.13	0.301193	0.071713	1e-06	0.069688	1e-06	0.062221	1e-06	0.123919	0.140725	0.086401	1e-06	0.061301	0.04726	0.071443	0.076304	0.078462	0.046003	0.071419	0.233231	0.085333
QRSL1	ENSG00000130348.7	0.590671	0.052966	0.081028	0.062827	0.02025	0.050837	0.049641	0.073932	0.201234	0.090849	0.053539	0.043759	0.043336	0.061303	0.14375	0.064533	0.206271	0.076521	0.231436	0.07269
STOX1	ENSG00000165730.10	0.486482	0.061731	0.01438	0.043652	0.099838	0.060397	1e-06	0.051974	0.04985	0.056203	0.038696	0.039512	0.04161	0.054337	1e-06	0.038021	1e-06	0.053982	0.229688	0.066185
PLA2G4C	ENSG00000105499.9	0.43784	0.064842	0.140164	0.07554	0.018089	0.035195	0.056681	0.078123	0.058958	0.050184	0.164499	0.067409	0.064994	0.06084	0.156526	0.068737	0.147357	0.068281	0.228006	0.067605
CYP2D6	ENSG00000100197.16	0.668035	0.050037	0.090386	0.058426	0.040314	0.044415	0.157344	0.084527	0.110345	0.061927	0.098826	0.04911	0.165776	0.071628	0.22611	0.070734	0.238566	0.073876	0.227824	0.072504
DHFR	ENSG00000228716.2	0.495577	0.060614	0.00952	0.041407	0.155431	0.069908	0.327259	0.095339	0.022472	0.044633	0.288569	0.064376	0.013334	0.049084	0.053207	0.04996	0.143862	0.072957	0.226631	0.075288
SLC1A7	ENSG00000162383.7	0.133072	0.053612	0.215225	0.076893	0.003903	0.031139	0.025617	0.051964	1e-06	0.030198	0.056147	0.04228	0.146457	0.075545	0.09383	0.057381	0.056537	0.049847	0.22499	0.074684
NEBL	ENSG00000078114.14	0.020974	0.028169	0.006893	0.040119	1e-06	0.039896	0.055312	0.0726	0.056427	0.057489	1e-06	0.035981	1e-06	0.031819	1e-06	0.041488	1e-06	0.035621	0.224754	0.07293
CNGA1	ENSG00000198515.9	0.517287	0.058004	0.345303	0.072235	0.056765	0.048242	0.351959	0.089839	0.004169	0.026284	0.256611	0.070538	0.02188	0.04132	0.195333	0.064748	0.144028	0.060102	0.223479	0.065242
NUP133	ENSG00000069248.8	0.15873	0.051684	0.009403	0.038021	0.057961	0.061612	0.021545	0.059006	1e-06	0.035706	0.002683	0.028257	0.004667	0.028993	0.02208	0.044994	1e-06	0.038295	0.223118	0.078426
G6PC2	ENSG00000152254.6	0.617542	0.051447	0.117908	0.061949	1e-06	0.038962	0.116386	0.08426	0.178861	0.077129	1e-06	0.041522	0.145857	0.078995	0.227129	0.074129	0.064444	0.060514	0.220506	0.068912
NUPR1	ENSG00000176046.7	0.021228	0.026997	0.005246	0.026256	0.169511	0.064664	0.099011	0.079697	0.075069	0.052527	1e-06	0.029072	0.016975	0.034966	0.010226	0.030252	0.017995	0.031378	0.21884	0.074664
APIP	ENSG00000149089.8	0.680832	0.042506	0.093336	0.059072	0.16673	0.068006	1e-06	0.086469	0.103376	0.063184	0.359577	0.068074	0.214708	0.075501	0.094917	0.060823	0.445115	0.079598	0.218194	0.064173
SAMD12	ENSG00000177570.9	0.357827	0.065135	0.003403	0.045331	1e-06	0.046568	0.079207	0.073316	0.007407	0.041466	0.008501	0.040666	0.014825	0.045357	0.047806	0.052802	0.286214	0.0877	0.216787	0.077561
LRRC37A2	ENSG00000238083.3	0.648705	0.053249	1e-06	0.02617	0.169367	0.072573	0.015815	0.046825	1e-06	0.026455	0.182901	0.072505	0.272013	0.097762	0.284736	0.086627	0.083904	0.055078	0.216615	0.07039
RAB3IL1	ENSG00000167994.7	0.00286	0.020611	1e-06	0.037043	1e-06	0.04214	1e-06	0.068192	0.026841	0.051463	1e-06	0.032958	0.108275	0.073525	0.026685	0.042961	0.00232	0.025528	0.2166	0.078309
ZNF641	ENSG00000167528.8	0.118323	0.047722	1e-06	0.035858	0.113049	0.05637	0.021764	0.048498	1e-06	0.034448	0.197413	0.061691	0.006289	0.032516	0.033281	0.042679	0.094858	0.053409	0.215936	0.061387
TUFM	ENSG00000178952.4	0.338031	0.064822	0.088214	0.055485	0.021144	0.033394	0.040053	0.046933	0.005097	0.028113	0.033424	0.0313	0.016943	0.038233	0.077621	0.047754	1e-06	0.024822	0.215417	0.062437
KCNMA1	ENSG00000156113.16	0.274644	0.061562	0.113695	0.072001	0.026503	0.03866	0.062582	0.074518	0.240761	0.088967	0.039853	0.039853	0.0415	0.068884	0.118961	0.066904	1e-06	0.042064	0.21473	0.073894
HIF1A	ENSG00000100644.12	0.006954	0.015995	0.052138	0.054627	1e-06	0.030646	0.025316	0.046445	0.028976	0.050485	1e-06	0.040444	1e-06	0.048656	0.012867	0.036383	1e-06	0.0324	0.212364	0.07415
PRSS46	ENSG00000261603.1	0.691675	0.050873	1e-06	0.027531	1e-06	0.030364	0.255246	0.099204	1e-06	0.026694	1e-06	0.026518	0.10532	0.065949	0.002726	0.021404	0.105182	0.058552	0.212061	0.068909
SOAT1	ENSG00000057252.8	0.050196	0.034914	1e-06	0.023473	0.075767	0.049596	1e-06	0.048301	1e-06	0.026758	0.00373	0.020706	0.109643	0.069973	0.025917	0.037034	1e-06	0.039165	0.211913	0.064959
FAM151B	ENSG00000152380.5	0.043884	0.033844	1e-06	0.053452	1e-06	0.038466	1e-06	0.060167	0.023099	0.04422	0.046011	0.041611	0.013299	0.046584	1e-06	0.040182	1e-06	0.043421	0.211686	0.080121
COL5A3	ENSG00000080573.6	0.041	0.035696	1e-06	0.03073	0.00099	0.027589	1e-06	0.053918	1e-06	0.030841	0.039464	0.047448	0.091736	0.060489	1e-06	0.032367	0.005367	0.029714	0.211224	0.085453
RRP7A	ENSG00000189306.6	0.498103	0.069858	0.074713	0.058719	0.037622	0.052566	0.29679	0.101097	1e-06	0.041584	0.089137	0.050962	0.079518	0.064547	0.310499	0.085786	0.043465	0.052991	0.210485	0.075947
RPTN	ENSG00000215853.3	0.015748	0.025687	0.037919	0.039932	1e-06	0.048347	1e-06	0.088037	0.00465	0.039647	0.090464	0.063445	0.027564	0.05465	0.147634	0.07918	1e-06	0.048073	0.209529	0.079054
IFITM3	ENSG00000142089.11	0.023008	0.032458	0.048047	0.046358	0.072479	0.065107	0.096115	0.093108	0.004869	0.033063	0.009584	0.033711	0.252003	0.09064	0.017834	0.042871	1e-06	0.045837	0.209225	0.078043
ARHGAP22	ENSG00000128805.10	0.095365	0.046966	1e-06	0.042944	0.160129	0.078762	1e-06	0.067488	0.03655	0.04803	0.029329	0.039415	0.07954	0.063884	1e-06	0.029982	1e-06	0.037953	0.209041	0.074627
LIMS2	ENSG00000072163.14	0.076718	0.041464	0.035748	0.050195	1e-06	0.045741	0.045761	0.0639	0.161774	0.086413	1e-06	0.040978	0.015505	0.050209	0.043904	0.044346	1e-06	0.039688	0.20836	0.075189
WASH4P	ENSG00000234769.4	0.06681	0.045592	1e-06	0.062495	0.025844	0.043942	1e-06	0.108072	0.021752	0.043346	1e-06	0.055021	1e-06	0.057166	0.053139	0.06535	0.018732	0.053947	0.208036	0.082102
SLC24A5	ENSG00000188467.6	1e-06	0.024458	0.005331	0.036067	0.002714	0.025803	1e-06	0.037155	0.019622	0.042307	0.00971	0.01884	0.040738	0.046144	0.023839	0.048513	1e-06	0.042326	0.207739	0.070037
ANKRD34B	ENSG00000189127.3	0.152534	0.056075	1e-06	0.054042	1e-06	0.045379	0.133532	0.097433	0.023207	0.041455	1e-06	0.026449	0.019136	0.043444	1e-06	0.030578	0.077319	0.064552	0.207667	0.065512
ORC6	ENSG00000091651.4	1e-06	0.01224	1e-06	0.018049	1e-06	0.025204	0.055169	0.053809	0.001493	0.012273	1e-06	0.023753	1e-06	0.018389	1e-06	0.017477	0.005433	0.01839	0.206457	0.094798
CCDC109B	ENSG00000005059.11	0.097717	0.044185	0.08974	0.065505	0.026695	0.038996	0.040108	0.064176	0.022415	0.046932	0.014756	0.029567	1e-06	0.06873	1e-06	0.058041	0.027927	0.045605	0.206398	0.073064
PCYOX1L	ENSG00000145882.6	0.209154	0.065236	0.030384	0.046313	0.131999	0.075171	0.104217	0.08937	1e-06	0.046539	0.014239	0.042178	0.093374	0.062769	0.012546	0.042559	1e-06	0.033509	0.20578	0.071729
CDS2	ENSG00000101290.9	0.112058	0.052884	1e-06	0.065079	0.094093	0.083285	0.297888	0.107215	0.090576	0.078528	1e-06	0.052651	1e-06	0.062849	0.192354	0.086327	0.011212	0.061882	0.204259	0.067649
KCNJ4	ENSG00000168135.4	1e-06	0.032374	1e-06	0.033487	1e-06	0.043734	0.055056	0.068725	1e-06	0.042107	0.028972	0.044667	1e-06	0.055392	1e-06	0.033216	1e-06	0.03857	0.204152	0.073277
RBPMS2	ENSG00000166831.4	0.077558	0.040456	0.026696	0.037539	0.015373	0.025838	1e-06	0.034676	0.107323	0.059609	0.024794	0.034887	1e-06	0.022331	0.030277	0.032316	0.014531	0.031303	0.203173	0.062188
SMIM20	ENSG00000250317.4	0.180567	0.062437	0.011456	0.04722	0.024809	0.050121	0.22627	0.106687	1e-06	0.05984	0.074434	0.056787	1e-06	0.068448	0.112072	0.071253	0.093059	0.068159	0.202502	0.076395
C8B	ENSG00000021852.8	0.098449	0.049869	0.084143	0.065084	0.002466	0.045191	0.009895	0.073643	1e-06	0.037042	0.062319	0.053449	1e-06	0.067644	0.033109	0.045728	0.131143	0.073023	0.202168	0.065628
AL359195.1	ENSG00000204038.3	0.429512	0.058484	0.045886	0.043977	0.044857	0.050276	0.180795	0.088995	0.04006	0.050738	0.222703	0.067129	0.225101	0.084418	0.002693	0.036839	0.015484	0.036548	0.201914	0.06318
PKP4	ENSG00000144283.17	0.155269	0.058509	0.015563	0.034256	0.031861	0.047424	0.021775	0.062529	0.019679	0.03834	0.025716	0.037501	0.063409	0.071555	0.072739	0.058825	1e-06	0.051417	0.201626	0.066852
TLR3	ENSG00000164342.7	0.023101	0.035065	1e-06	0.034255	0.027476	0.041814	0.098902	0.084458	0.007811	0.038392	0.029527	0.031657	0.021204	0.044895	0.103141	0.065262	0.002929	0.031564	0.200973	0.073538
TACSTD2	ENSG00000184292.5	0.05901	0.04014	0.057833	0.053486	0.194723	0.070568	0.070245	0.076991	0.039871	0.049398	0.023945	0.037212	0.10548	0.078099	0.002228	0.032292	0.195855	0.070566	0.200677	0.063882
GM2A	ENSG00000196743.4	0.292863	0.067662	1e-06	0.040823	1e-06	0.044379	1e-06	0.072319	0.056906	0.059764	1e-06	0.040107	0.070578	0.068729	0.127887	0.068601	0.036714	0.053951	0.200237	0.07875
LIPN	ENSG00000204020.5	0.060832	0.037594	0.008922	0.035982	1e-06	0.044303	1e-06	0.053585	0.084219	0.059612	1e-06	0.032305	0.032585	0.052066	0.004658	0.03651	1e-06	0.036341	0.199876	0.063324
COLGALT2	ENSG00000198756.6	0.094453	0.050714	1e-06	0.03597	1e-06	0.0522	0.020601	0.050211	0.030148	0.044917	1e-06	0.036808	0.025352	0.038052	0.021076	0.037627	1e-06	0.033697	0.198748	0.074537
PCDHB8	ENSG00000120322.2	0.490711	0.056587	0.090802	0.056165	0.142217	0.071674	0.194029	0.105137	0.079548	0.058863	0.028408	0.028716	0.12569	0.072287	0.190175	0.079054	1e-06	0.043978	0.198559	0.065781
ZNF266	ENSG00000174652.13	0.541661	0.051704	0.054419	0.051753	1e-06	0.041354	0.123803	0.072542	0.098274	0.058832	0.299576	0.062658	0.096699	0.059171	0.013912	0.04089	0.185143	0.064535	0.198377	0.060397
MCMDC2	ENSG00000178460.13	1e-06	0.023024	0.098401	0.062525	0.008488	0.035493	1e-06	0.091551	1e-06	0.038443	0.026312	0.037747	0.154867	0.087872	0.001304	0.035721	0.059635	0.066309	0.197933	0.080246
CYP4F31P	ENSG00000178206.3	1e-06	0.021797	1e-06	0.038643	1e-06	0.021832	0.032575	0.058488	1e-06	0.030879	0.001641	0.021054	0.071247	0.058466	1e-06	0.040456	1e-06	0.023046	0.196647	0.077208
WARS	ENSG00000140105.13	0.002589	0.026676	1e-06	0.04339	0.035173	0.041689	0.17661	0.109169	0.136974	0.07694	0.109107	0.061187	0.081812	0.068461	0.071993	0.061938	0.181148	0.080222	0.196507	0.064733
APOL4	ENSG00000100336.13	0.395717	0.068338	0.155152	0.077082	0.226805	0.085407	0.242541	0.106971	0.048767	0.052599	0.133935	0.069162	0.167641	0.093502	0.265617	0.085054	0.219048	0.083852	0.195419	0.071656
MCM5	ENSG00000100297.10	0.03127	0.032267	0.008662	0.028752	0.011061	0.031561	1e-06	0.052881	0.022987	0.043932	1e-06	0.028724	1e-06	0.036349	0.051095	0.052502	0.023138	0.046433	0.195156	0.07097
LCK	ENSG00000182866.12	0.104441	0.047309	1e-06	0.050946	0.003673	0.036145	1e-06	0.081711	1e-06	0.050484	0.040583	0.049629	0.071832	0.061758	0.004577	0.037139	0.023438	0.061439	0.194763	0.080797
NTPCR	ENSG00000135778.6	0.592031	0.059016	0.110447	0.071454	1e-06	0.058701	0.05787	0.076876	1e-06	0.060391	0.030725	0.042804	1e-06	0.054262	0.075763	0.057613	0.050661	0.058071	0.194489	0.068718
PTK7	ENSG00000112655.11	0.09202	0.051671	0.004541	0.038134	0.048846	0.045359	1e-06	0.075677	0.019276	0.057879	0.082439	0.061891	0.04648	0.069348	1e-06	0.04455	0.039367	0.042094	0.194477	0.073924
FAM84B	ENSG00000168672.3	1e-06	0.029769	1e-06	0.038519	0.023413	0.040104	1e-06	0.091812	0.032701	0.043422	1e-06	0.041602	0.00403	0.047565	1e-06	0.04013	0.001625	0.036206	0.193777	0.078139
ABHD4	ENSG00000100439.6	0.121327	0.06	1e-06	0.04371	1e-06	0.048617	0.099475	0.104411	1e-06	0.049712	0.04715	0.050268	0.021122	0.054206	0.041348	0.053865	1e-06	0.056665	0.193316	0.069895
ETV7	ENSG00000010030.9	0.123279	0.051115	0.085505	0.06286	0.058065	0.049563	1e-06	0.078696	0.009288	0.045137	1e-06	0.033597	0.067613	0.056421	0.054053	0.050208	0.162183	0.078379	0.192947	0.063827
CAPN11	ENSG00000137225.8	1e-06	0.034365	0.000814	0.033419	0.113932	0.06669	0.087453	0.088576	1e-06	0.053809	0.040561	0.045862	1e-06	0.058664	1e-06	0.053474	1e-06	0.031016	0.19271	0.078607
TEK	ENSG00000120156.16	0.014465	0.031678	0.072903	0.066788	0.012548	0.039437	0.099415	0.08496	0.016493	0.038412	1e-06	0.045308	0.001034	0.035117	0.000478	0.035893	1e-06	0.047396	0.192586	0.070339
POLR2J	ENSG00000005075.11	0.398663	0.066051	0.111041	0.065726	0.076699	0.053121	1e-06	0.057408	0.005555	0.032868	0.039333	0.03551	1e-06	0.038375	0.002223	0.027291	0.02959	0.039106	0.191787	0.072082
C12orf61	ENSG00000221949.2	0.024553	0.033306	0.014546	0.043798	0.011645	0.051177	1e-06	0.117178	0.047912	0.057775	0.020046	0.051732	0.101656	0.090636	1e-06	0.055606	1e-06	0.060224	0.191648	0.084522
MOSPD3	ENSG00000106330.7	0.039962	0.032923	0.013288	0.034847	0.00613	0.0367	0.015179	0.056875	0.031301	0.037515	1e-06	0.03614	0.003034	0.037824	0.092266	0.057844	0.025818	0.036228	0.191629	0.066927
PAQR5	ENSG00000137819.9	0.0276	0.026481	0.027229	0.039401	0.06746	0.054288	0.077904	0.092968	0.005607	0.028176	1e-06	0.037984	0.076579	0.055705	0.109374	0.060369	1e-06	0.050431	0.191295	0.071012
PMM2	ENSG00000140650.7	0.014384	0.024132	0.037992	0.05359	1e-06	0.044606	0.125175	0.099585	0.079754	0.067072	0.0926	0.055627	0.041446	0.046417	1e-06	0.036614	0.076542	0.06409	0.190162	0.076856
ATMIN	ENSG00000166454.5	0.153502	0.062451	0.075048	0.073558	1e-06	0.032889	0.031214	0.074597	0.030677	0.058715	0.266119	0.072228	0.203491	0.091744	1e-06	0.037504	0.115418	0.081238	0.188454	0.075364
AKR1C1	ENSG00000187134.8	0.130784	0.056205	1e-06	0.052665	1e-06	0.060902	0.074225	0.078882	0.043713	0.055	0.094328	0.059316	1e-06	0.067982	0.0435	0.055613	1e-06	0.06482	0.187476	0.07323
GBP3	ENSG00000117226.7	0.751179	0.037323	0.105854	0.062651	0.021413	0.042093	0.090508	0.076893	0.018229	0.035695	0.304198	0.070837	0.042917	0.046711	0.22558	0.072781	0.121658	0.064685	0.187356	0.067984
CDHR3	ENSG00000128536.11	0.421268	0.070472	0.082592	0.065967	0.050316	0.052761	1e-06	0.062202	1e-06	0.062233	1e-06	0.039799	0.159824	0.083088	0.100839	0.074495	0.088873	0.064026	0.186642	0.074301
PILRB	ENSG00000121716.13	0.51202	0.060605	0.004731	0.025049	1e-06	0.049399	0.182106	0.084954	0.112182	0.061481	1e-06	0.01788	1e-06	0.042201	0.036996	0.035393	1e-06	0.030609	0.186329	0.069357
C15orf57	ENSG00000128891.11	0.579773	0.054105	1e-06	0.033245	0.096034	0.054976	0.33403	0.104196	0.158257	0.064769	1e-06	0.030429	0.104236	0.0601	0.001895	0.033951	0.160142	0.066714	0.185667	0.060216
IFT88	ENSG00000032742.13	0.286971	0.058317	0.041727	0.052934	0.06786	0.057597	0.214662	0.097764	0.08053	0.058827	0.023238	0.040109	0.00273	0.03726	0.004387	0.027822	0.067308	0.058408	0.185622	0.064029
IREB2	ENSG00000136381.8	0.079719	0.041958	1e-06	0.042835	0.057748	0.059263	1e-06	0.063533	1e-06	0.042522	1e-06	0.024857	0.013709	0.046119	0.117455	0.057401	1e-06	0.039572	0.184342	0.068373
ARL14EP	ENSG00000152219.4	0.168348	0.050957	0.034267	0.037093	0.024334	0.033242	1e-06	0.07109	0.022001	0.03438	0.014553	0.028891	0.116248	0.066944	1e-06	0.041541	0.12058	0.060201	0.183659	0.059529
VNN1	ENSG00000112299.7	0.141733	0.048182	1e-06	0.045292	0.03401	0.037693	1e-06	0.068823	0.019366	0.042571	0.036171	0.043646	0.039917	0.044092	1e-06	0.053691	0.110214	0.07002	0.183145	0.068201
STXBP2	ENSG00000076944.10	0.040499	0.036328	0.005962	0.027569	0.037285	0.051326	1e-06	0.070615	1e-06	0.048848	1e-06	0.036725	0.062964	0.063925	1e-06	0.06604	0.032531	0.063297	0.18282	0.075058
ANXA8L2	ENSG00000186807.9	0.130554	0.054596	0.029743	0.04251	1e-06	0.035878	1e-06	0.055214	1e-06	0.029346	0.048317	0.044893	0.319716	0.083083	0.110805	0.061912	1e-06	0.032001	0.182675	0.068361
GSTM2	ENSG00000213366.8	0.133068	0.058734	0.08189	0.065959	0.027564	0.05201	0.020854	0.062908	0.078118	0.060859	0.000849	0.028025	0.020844	0.043928	0.07611	0.058113	1e-06	0.05637	0.182239	0.072969
ZNF205	ENSG00000122386.6	0.126327	0.04729	0.031217	0.049429	0.062951	0.058009	0.043206	0.06791	0.064314	0.058524	0.167423	0.066739	1e-06	0.055003	1e-06	0.049474	1e-06	0.050532	0.18201	0.06198
CCR7	ENSG00000126353.3	0.026277	0.025414	1e-06	0.039994	0.01382	0.035346	1e-06	0.056186	1e-06	0.040441	0.02104	0.030245	1e-06	0.042363	0.001201	0.027738	1e-06	0.031555	0.181644	0.071434
FAM181A	ENSG00000140067.6	0.025357	0.037287	1e-06	0.054019	0.069131	0.06978	0.209884	0.10843	1e-06	0.06284	0.023465	0.032377	1e-06	0.059452	1e-06	0.060446	0.045911	0.058392	0.18133	0.073911
RBM43	ENSG00000184898.6	0.069851	0.041208	0.0249	0.033058	1e-06	0.026694	1e-06	0.035334	0.015285	0.033303	0.019439	0.03043	0.048105	0.050386	0.018629	0.033031	0.032522	0.043348	0.181183	0.064745
DARC	ENSG00000213088.5	0.06841	0.038456	1e-06	0.072693	0.019794	0.035055	0.078365	0.088596	0.035773	0.048289	0.080394	0.05137	0.129104	0.089312	0.034086	0.054088	0.021042	0.051174	0.180921	0.061472
CISD1	ENSG00000122873.7	0.247831	0.057196	0.018642	0.031785	0.01251	0.029564	0.131122	0.080285	0.108715	0.062555	0.010721	0.025604	0.120824	0.062912	0.018316	0.046562	0.043595	0.041992	0.18081	0.060638
GAL	ENSG00000069482.6	0.000224	0.016949	0.031963	0.039254	1e-06	0.032394	1e-06	0.075027	0.003699	0.036709	1e-06	0.038804	0.156779	0.072666	0.033011	0.039355	0.002306	0.031564	0.180171	0.063901
TNPO3	ENSG00000064419.9	0.040583	0.032615	1e-06	0.047106	0.05116	0.05107	1e-06	0.059007	0.108335	0.060582	1e-06	0.039452	1e-06	0.048901	0.020948	0.040328	1e-06	0.043765	0.179431	0.067289
TMEM50B	ENSG00000142188.12	0.461524	0.057668	0.11363	0.063914	0.157834	0.068	1e-06	0.066078	0.110794	0.061987	0.18274	0.065449	0.08228	0.062258	0.048059	0.053447	0.039565	0.055985	0.179198	0.068135
SCO2	ENSG00000130489.8	0.194679	0.061606	0.027712	0.044865	1e-06	0.033436	1e-06	0.05418	1e-06	0.064976	1e-06	0.025657	0.026833	0.04113	0.023263	0.032593	0.112036	0.065066	0.179131	0.071778
SYF2	ENSG00000117614.5	0.021292	0.034621	1e-06	0.042123	0.018134	0.047194	0.057605	0.092949	1e-06	0.052526	0.055215	0.054045	1e-06	0.057007	0.038414	0.043352	0.099562	0.074555	0.178979	0.077776
RAD51C	ENSG00000108384.10	0.189834	0.053622	0.178816	0.060212	0.054195	0.04805	0.125859	0.082668	0.016308	0.034181	1e-06	0.026888	0.012024	0.030053	0.074553	0.050627	0.052622	0.041142	0.178936	0.056759
PCSK5	ENSG00000099139.9	0.023529	0.041371	0.034976	0.062817	1e-06	0.063885	1e-06	0.084108	0.20611	0.093216	0.028223	0.051357	0.070651	0.077559	0.078103	0.05814	1e-06	0.063502	0.178737	0.079573
RBMS2	ENSG00000076067.7	0.192827	0.058607	0.008599	0.026383	1e-06	0.037714	1e-06	0.062621	1e-06	0.030783	1e-06	0.026485	1e-06	0.047305	1e-06	0.029643	0.00466	0.026341	0.178653	0.06372
BRD7	ENSG00000166164.11	0.020218	0.030885	1e-06	0.044174	1e-06	0.053513	1e-06	0.050152	0.021803	0.043531	0.035398	0.044556	1e-06	0.052675	0.023705	0.038869	0.142218	0.077447	0.178544	0.069574
USP53	ENSG00000145390.7	0.099682	0.044953	0.078835	0.056244	1e-06	0.026534	0.030116	0.051369	0.071742	0.062009	1e-06	0.02632	1e-06	0.044984	1e-06	0.026331	1e-06	0.042265	0.17766	0.068414
CAST	ENSG00000153113.19	0.311877	0.064748	0.164493	0.070337	0.05622	0.050402	1e-06	0.048315	0.05998	0.056173	1e-06	0.025317	0.111416	0.067453	0.069892	0.059254	1e-06	0.02896	0.177556	0.071958
C17orf97	ENSG00000187624.7	0.897577	0.01856	0.034401	0.052463	1e-06	0.047427	0.092013	0.07471	1e-06	0.058011	0.001389	0.023656	0.009328	0.042114	0.054489	0.041943	0.418648	0.086615	0.177508	0.069353
ARL17B	ENSG00000228696.4	0.428082	0.079667	0.04982	0.03916	0.161853	0.078785	0.010865	0.041766	0.003343	0.021803	0.011518	0.025392	1e-06	0.026221	0.116774	0.061636	0.024631	0.033072	0.177247	0.07314
LFNG	ENSG00000106003.8	0.000624	0.018686	1e-06	0.047903	1e-06	0.034994	0.02621	0.070128	1e-06	0.05335	0.004844	0.024362	1e-06	0.053344	1e-06	0.039053	1e-06	0.06042	0.176778	0.064668
CAMK1D	ENSG00000183049.8	0.082807	0.050451	0.052839	0.053219	0.010347	0.048073	0.311755	0.130594	0.273736	0.096027	0.009249	0.03787	1e-06	0.063317	1e-06	0.063011	1e-06	0.059687	0.175985	0.082862
GLIS3	ENSG00000107249.17	1e-06	0.026585	0.181647	0.090202	1e-06	0.052325	0.02301	0.069032	1e-06	0.066275	0.035521	0.038661	1e-06	0.056707	0.016861	0.048032	1e-06	0.074474	0.175319	0.077989
ISL2	ENSG00000159556.5	0.045132	0.033264	0.037479	0.040299	0.02787	0.03964	1e-06	0.055736	0.020107	0.027094	0.001557	0.015433	1e-06	0.031234	1e-06	0.027837	0.103296	0.0636	0.175289	0.061999
FAM83D	ENSG00000101447.9	0.052119	0.048621	0.040151	0.058942	0.105966	0.081451	1e-06	0.101874	0.18356	0.093519	0.013876	0.042115	0.060872	0.065109	1e-06	0.059975	1e-06	0.057351	0.174649	0.08037
ADAT1	ENSG00000065457.6	0.519534	0.056913	0.013545	0.035595	0.053102	0.049387	1e-06	0.07193	1e-06	0.040595	1e-06	0.029766	0.165687	0.078166	0.039165	0.046036	0.100699	0.057029	0.173967	0.062212
HMGXB3	ENSG00000113716.8	0.172178	0.055353	0.018743	0.050229	0.098859	0.06794	1e-06	0.077214	0.064937	0.057525	1e-06	0.030518	0.040851	0.053468	0.126522	0.070527	1e-06	0.041419	0.173096	0.068416
TJP2	ENSG00000119139.12	0.066089	0.037646	0.061942	0.050155	1e-06	0.039973	0.096936	0.077302	0.008182	0.035428	0.198284	0.069174	0.004021	0.04578	0.046919	0.043498	1e-06	0.040729	0.172822	0.060921
NME4	ENSG00000103202.8	0.175198	0.057571	7.7e-05	0.028183	0.292222	0.086932	0.508117	0.123332	0.013915	0.046766	0.144628	0.063154	0.090078	0.076792	0.116288	0.069808	1e-06	0.042567	0.172815	0.066865
GCC2	ENSG00000135968.15	0.412738	0.060518	0.152025	0.058626	0.005856	0.034133	0.073176	0.068929	0.072079	0.052678	0.037572	0.037255	0.158209	0.080187	0.110412	0.055531	0.074032	0.052099	0.172305	0.060252
TNFAIP6	ENSG00000123610.3	0.079044	0.039453	0.06878	0.046815	0.050109	0.048876	0.03013	0.055713	0.054673	0.053163	1e-06	0.026489	0.03205	0.048114	1e-06	0.037379	0.002166	0.026056	0.172071	0.063907
OPN4	ENSG00000122375.7	0.403886	0.058441	0.107018	0.054074	1e-06	0.03982	0.138962	0.088461	1e-06	0.047708	0.133771	0.056916	0.182604	0.082269	0.180232	0.070543	0.063409	0.057159	0.171826	0.068021
THADA	ENSG00000115970.14	1e-06	0.016551	0.000302	0.032182	0.073358	0.062279	1e-06	0.077776	0.027883	0.048697	0.004019	0.03187	1e-06	0.049731	1e-06	0.041142	1e-06	0.047223	0.171759	0.074826
PCDHB11	ENSG00000197479.4	0.271419	0.063488	0.064557	0.061766	0.02262	0.03783	0.029806	0.053717	0.021596	0.041612	0.039977	0.038261	1e-06	0.045429	0.011656	0.034698	0.085163	0.059384	0.171262	0.068654
